,tconst,titleType,primaryTitle,isAdult,startYear,endYear,genres,directors,weight_average,cast,director_name
0,tt0111161,movie,theshawshankredemption,0,1994,\n,drama,nm0001104,9.209958170965383,"'morganfreeman', 'timrobbins', 'williamsadler', 'bobgunton'",'frankdarabont'
1,tt0468569,movie,thedarkknight,0,2008,\n,"action,crime,drama",nm0634240,8.921539563227435,"'michaelcaine', 'christianbale', 'aaroneckhart', 'heathledger'",'christophernolan'
2,tt1375666,movie,inception,0,2010,\n,"action,adventure,sci-fi",nm0634240,8.722421324361145,"'leonardodicaprio', 'kenwatanabe', 'josephgordon-levitt', 'ellenpage'",'christophernolan'
3,tt0137523,movie,fightclub,0,1999,\n,drama,nm0000399,8.714213199024332,"'bradpitt', 'edwardnorton', 'zachgrenier', 'meatloaf'",'davidfincher'
4,tt0944947,tvseries,gameofthrones,0,2011,2019,"action,adventure,drama","nm0755261,nm0638354,nm0851930,nm0336241,nm0787687,nm0764601,nm0617042,nm0070474,nm0806252,nm0687964,nm0007008,nm0590889,nm0551076,nm0002399,nm0887700,nm0533713,nm1888967,nm1125275,nm1047532",9.181493014732895,"'iainglen', 'lenaheadey', 'nikolajcoster-waldau', 'peterdinklage', 'kitharington'",'danielsackheim'
5,tt0110912,movie,pulpfiction,0,1994,\n,"crime,drama",nm0000233,8.807578577019328,"'johntravolta', 'brucewillis', 'umathurman', 'samuell.jackson'",'quentintarantino'
6,tt0109830,movie,forrestgump,0,1994,\n,"drama,romance",nm0000709,8.711943352035604,"'sallyfield', 'tomhanks', 'robinwright', 'garysinise'",'robertzemeckis'
7,tt0068646,movie,thegodfather,0,1972,\n,"crime,drama",nm0000338,9.078043761059282,"'marlonbrando', 'jamescaan', 'alpacino', 'dianekeaton'",'francisfordcoppola'
8,tt0167260,movie,thelordoftheringsthereturnoftheking,0,2003,\n,"action,adventure,drama",nm0001392,8.797918316982667,"'ianmckellen', 'viggomortensen', 'elijahwood', 'orlandobloom'",'peterjackson'
9,tt0120737,movie,thelordoftheringsthefellowshipofthering,0,2001,\n,"action,adventure,drama",nm0001392,8.70475656799656,"'ianmckellen', 'seanbean', 'elijahwood', 'orlandobloom'",'peterjackson'
10,tt0133093,movie,thematrix,0,1999,\n,"action,sci-fi","nm0905154,nm0905152",8.611413341182143,"'laurencefishburne', 'keanureeves', 'hugoweaving', 'carrie-annemoss'",'lanawachowski'
11,tt0903747,tvseries,breakingbad,0,2008,2013,"crime,drama,thriller","nm0568192,nm1041475,nm2297407,nm1720541,nm0002835,nm0793062,nm0319213,nm0118778,nm0575389,nm0354024,nm0806252,nm0258066,nm0001093,nm0008971,nm0570995,nm0186505,nm0006853,nm1028558,nm0400486,nm0533713,nm0110644,nm0332467,nm0934525,nm0426059,nm0719307",9.343881127947476,"'jonathanbanks', 'bobodenkirk', 'bryancranston', 'deannorris', 'stevenmichaelquezada'",'terrymcdonough'
12,tt0167261,movie,thelordoftheringsthetwotowers,0,2002,\n,"action,adventure,drama",nm0001392,8.600885423244215,"'ianmckellen', 'viggomortensen', 'elijahwood', 'orlandobloom'",'peterjackson'
13,tt0816692,movie,interstellar,0,2014,\n,"adventure,drama,sci-fi",nm0634240,8.508218293675165,"'matthewmcconaughey', 'annehathaway', 'jessicachastain', 'mackenziefoy'",'christophernolan'
14,tt1345836,movie,thedarkknightrises,0,2012,\n,"action,adventure",nm0634240,8.322132992702741,"'garyoldman', 'christianbale', 'annehathaway', 'tomhardy'",'christophernolan'
15,tt0114369,movie,se7en,0,1995,\n,"crime,drama,mystery",nm0000399,8.504801193099006,"'morganfreeman', 'bradpitt', 'kevinspacey', 'andrewkevinwalker'",'davidfincher'
16,tt0172495,movie,gladiator,0,2000,\n,"action,adventure,drama",nm0000631,8.405403497339693,"'oliverreed', 'russellcrowe', 'joaquinphoenix', 'connienielsen'",'ridleyscott'
17,tt1853728,movie,djangounchained,0,2012,\n,"drama,western",nm0000233,8.31339099399649,"'leonardodicaprio', 'jamiefoxx', 'kerrywashington', 'christophwaltz'",'quentintarantino'
18,tt0102926,movie,thesilenceofthelambs,0,1991,\n,"crime,drama,thriller",nm0001129,8.492842754627715,"'anthonyhopkins', 'jodiefoster', 'lawrencea.bonney', 'kasilemmons'",'jonathandemme'
19,tt0108052,movie,schindler'slist,0,1993,\n,"biography,drama,history",nm0000229,8.764647642759941,"'benkingsley', 'liamneeson', 'ralphfiennes', 'carolinegoodall'",'stevenspielberg'
20,tt0372784,movie,batmanbegins,0,2005,\n,"action,adventure",nm0634240,8.12542073794841,"'michaelcaine', 'liamneeson', 'kenwatanabe', 'christianbale'",'christophernolan'
21,tt0120815,movie,savingprivateryan,0,1998,\n,"drama,war",nm0000229,8.490137151008588,"'tomhanks', 'tomsizemore', 'mattdamon', 'edwardburns'",'stevenspielberg'
22,tt0076759,movie,starwarsepisodeivanewhope,0,1977,\n,"action,adventure,fantasy",nm0000184,8.489900305128687,"'alecguinness', 'harrisonford', 'markhamill', 'carriefisher'",'georgelucas'
23,tt0361748,movie,inglouriousbasterds,0,2009,\n,"adventure,drama,war",nm0000233,8.215281559903476,"'bradpitt', 'eliroth', 'dianekruger', 'mélanielaurent'",'quentintarantino'
24,tt0071562,movie,thegodfatherpartii,0,1974,\n,"crime,drama",nm0000338,8.846786365662922,"'robertduvall', 'robertdeniro', 'alpacino', 'dianekeaton'",'francisfordcoppola'
25,tt0848228,movie,theavengers,0,2012,\n,"action,adventure,sci-fi",nm0923736,7.938269267163157,"'robertdowneyjr.', 'scarlettjohansson', 'chrisevans', 'jeremyrenner'",'josswhedon'
26,tt0407887,movie,thedeparted,0,2006,\n,"crime,drama,thriller",nm0000217,8.394287475778519,"'jacknicholson', 'leonardodicaprio', 'mattdamon', 'markwahlberg'",'martinscorsese'
27,tt0482571,movie,theprestige,0,2006,\n,"drama,mystery,sci-fi",nm0634240,8.394119750356388,"'hughjackman', 'michaelcaine', 'christianbale', 'scarlettjohansson'",'christophernolan'
28,tt0080684,movie,starwarsepisodevtheempirestrikesback,0,1980,\n,"action,adventure,fantasy",nm0449984,8.575317270756932,"'billydeewilliams', 'harrisonford', 'markhamill', 'carriefisher'",'irvinkershner'
29,tt0120689,movie,thegreenmile,0,1999,\n,"crime,drama,fantasy",nm0001104,8.482125962727741,"'tomhanks', 'davidmorse', 'bonniehunt', 'michaelclarkeduncan'",'frankdarabont'
30,tt0993846,movie,thewolfofwallstreet,0,2013,\n,"biography,crime,drama",nm0000217,8.11761522222349,"'leonardodicaprio', 'matthewmcconaughey', 'jonahhill', 'margotrobbie'",'martinscorsese'
31,tt0209144,movie,memento,0,2000,\n,"mystery,thriller",nm0634240,8.29740315450666,"'joepantoliano', 'guypearce', 'markboonejunior', 'carrie-annemoss'",'christophernolan'
32,tt1130884,movie,shutterisland,0,2010,\n,"mystery,thriller",nm0000217,8.114303817893944,"'benkingsley', 'leonardodicaprio', 'markruffalo', 'emilymortimer'",'martinscorsese'
33,tt0088763,movie,backtothefuture,0,1985,\n,"adventure,comedy,sci-fi",nm0000709,8.382157383565644,"'christopherlloyd', 'michaelj.fox', 'leathompson', 'crispinglover'",'robertzemeckis'
34,tt0169547,movie,americanbeauty,0,1999,\n,drama,nm0005222,8.201557376636178,"'annettebening', 'kevinspacey', 'thorabirch', 'wesbentley'",'sammendes'
35,tt0099685,movie,goodfellas,0,1990,\n,"biography,crime,drama",nm0000217,8.559663835361869,"'robertdeniro', 'joepesci', 'rayliotta', 'lorrainebracco'",'martinscorsese'
36,tt0120586,movie,americanhistoryx,0,1998,\n,drama,nm0443411,8.38027670931616,"'beverlyd\'angelo', 'edwardfurlong', 'jenniferlien', 'edwardnorton'",'tonykaye'
37,tt0110413,movie,léontheprofessional,0,1994,\n,"action,crime,drama",nm0000108,8.379921215585062,"'dannyaiello', 'jeanreno', 'garyoldman', 'natalieportman'",'lucbesson'
38,tt0499549,movie,avatar,0,2009,\n,"action,adventure,fantasy",nm0000116,7.748062727158231,"'sigourneyweaver', 'michellerodriguez', 'samworthington', 'zoesaldana'",'jamescameron'
39,tt0434409,movie,vforvendetta,0,2005,\n,"action,drama,sci-fi",nm0574625,8.10741578619531,"'rupertgraves', 'hugoweaving', 'stephenrea', 'natalieportman'",'jamesmcteigue'
40,tt0103064,movie,terminator2judgmentday,0,1991,\n,"action,sci-fi",nm0000116,8.375968461203946,"'arnoldschwarzenegger', 'lindahamilton', 'edwardfurlong', 'robertpatrick'",'jamescameron'
41,tt0114814,movie,theusualsuspects,0,1995,\n,"crime,mystery,thriller",nm0001741,8.37535749570371,"'gabrielbyrne', 'stephenbaldwin', 'kevinspacey', 'chazzpalminteri'",'bryansinger'
42,tt0910970,movie,wall·e,0,2008,\n,"adventure,animation,family",nm0004056,8.285530278597198,"'fredwillard', 'jeffgarlin', 'benburtt', 'elissaknight'",'andrewstanton'
43,tt2015381,movie,guardiansofthegalaxy,0,2014,\n,"action,adventure,comedy",nm0348181,7.926430933783776,"'vindiesel', 'bradleycooper', 'zoesaldana', 'chrispratt'",'jamesgunn'
44,tt0325980,movie,piratesofthecaribbeanthecurseoftheblackpearl,0,2003,\n,"action,adventure,fantasy",nm0893659,7.924800736761199,"'johnnydepp', 'geoffreyrush', 'orlandobloom', 'keiraknightley'",'goreverbinski'
45,tt0120338,movie,titanic,0,1997,\n,"drama,romance",nm0000116,7.744571860180311,"'leonardodicaprio', 'billyzane', 'kathybates', 'katewinslet'",'jamescameron'
46,tt0266697,movie,killbillvol1,0,2003,\n,"action,crime,thriller",nm0000233,8.014030733997249,"'davidcarradine', 'darylhannah', 'umathurman', 'michaelmadsen'",'quentintarantino'
47,tt0110357,movie,thelionking,0,1994,\n,"adventure,animation,drama","nm0021249,nm0591450",8.36920553878938,"'jamesearljones', 'jeremyirons', 'matthewbroderick', 'whoopigoldberg'",'rogerallers'
48,tt0073486,movie,oneflewoverthecuckoo'snest,0,1975,\n,drama,nm0001232,8.545940952850755,"'peterbrocco', 'jacknicholson', 'louisefletcher', 'michaelberryman'",'milosforman'
49,tt0112573,movie,braveheart,0,1995,\n,"biography,drama,history",nm0000154,8.191367370177693,"'patrickmcgoohan', 'melgibson', 'sophiemarceau', 'angusmacfadyen'",'melgibson'
50,tt0086190,movie,starwarsepisodevireturnofthejedi,0,1983,\n,"action,adventure,fantasy",nm0549658,8.190104185916871,"'billydeewilliams', 'harrisonford', 'markhamill', 'carriefisher'",'richardmarquand'
51,tt7286456,movie,joker,0,2019,\n,"crime,drama,thriller",nm0680846,8.365087961293932,"'robertdeniro', 'francesconroy', 'joaquinphoenix', 'zaziebeetz'",'toddphillips'
52,tt0266543,movie,findingnemo,0,2003,\n,"adventure,animation,comedy","nm0881279,nm0004056",8.009881261361487,"'albertbrooks', 'willemdafoe', 'ellendegeneres', 'alexandergould'",'leeunkrich'
53,tt1049413,movie,up,0,2009,\n,"adventure,animation,comedy","nm0677037,nm0230032",8.0984854054501,"'edwardasner', 'christopherplummer', 'johnratzenberger', 'jordannagai'",'bobpeterson'
54,tt0105236,movie,reservoirdogs,0,1992,\n,"crime,drama,thriller",nm0000233,8.186762617237692,"'harveykeitel', 'timroth', 'chrispenn', 'michaelmadsen'",'quentintarantino'
55,tt0120382,movie,thetrumanshow,0,1998,\n,"comedy,drama,sci-fi",nm0001837,8.00866418830253,"'edharris', 'jimcarrey', 'lauralinney', 'noahemmerich'",'peterweir'
56,tt0338013,movie,eternalsunshineofthespotlessmind,0,2004,\n,"drama,romance,sci-fi",nm0327273,8.18603858132259,"'jimcarrey', 'katewinslet', 'tomwilkinson', 'gerryrobertbyrne'",'michelgondry'
57,tt0081505,movie,theshining,0,1980,\n,"drama,horror",nm0000040,8.273849609037978,"'jacknicholson', 'scatmancrothers', 'shelleyduvall', 'dannylloyd'",'stanleykubrick'
58,tt0082971,movie,raidersofthelostark,0,1981,\n,"action,adventure",nm0000229,8.27245164204791,"'harrisonford', 'karenallen', 'johnrhys-davies', 'paulfreeman'",'stevenspielberg'
59,tt0371746,movie,ironman,0,2008,\n,"action,adventure,sci-fi",nm0269463,7.8290210574339865,"'jeffbridges', 'robertdowneyjr.', 'gwynethpaltrow', 'terrencehoward'",'jonfavreau'
60,tt0167404,movie,thesixthsense,0,1999,\n,"drama,mystery,thriller",nm0796117,8.006717749742009,"'brucewillis', 'tonicollette', 'haleyjoelosment', 'oliviawilliams'",'m.nightshyamalan'
61,tt0114709,movie,toystory,0,1995,\n,"adventure,animation,comedy",nm0005124,8.183075887385195,"'donrickles', 'tomhanks', 'jimvarney', 'timallen'",'johnlasseter'
62,tt1475582,tvseries,sherlock,0,2010,2017,"crime,drama,mystery","nm0528186,nm0003080,nm1142073,nm0317328,nm0006476,nm1595284,nm0403541,nm0533559,nm0139081,nm0522634",8.879916002464709,"'rupertgraves', 'andrewscott', 'martinfreeman', 'benedictcumberbatch', 'jonathanaris'",'euroslyn'
63,tt0108778,tvseries,friends,0,1994,2004,"comedy,romance","nm0006996,nm0002887,nm0005344,nm0212027,nm0541562,nm0772095,nm0390844,nm0094288,nm0762541,nm0265954,nm0357143,nm0296945,nm0918923,nm0123273,nm0421675,nm0800376,nm0001710,nm0825731,nm0501185,nm0005316,nm0006919,nm0874716,nm0258405,nm0000913,nm0400958,nm0697532,nm0109159,nm0958449",8.705407116827368,"'elliottgould', 'courteneycox', 'jenniferaniston', 'lisakudrow', 'mattleblanc'",'paullazarus'
64,tt1431045,movie,deadpool,0,2016,\n,"action,adventure,comedy",nm1783265,7.915969367192888,"'ryanreynolds', 'morenabaccarin', 't.j.miller', 'edskrein'",'timmiller'
65,tt0119217,movie,goodwillhunting,0,1997,\n,"drama,romance",nm0001814,8.179818613621787,"'robinwilliams', 'stellanskarsgård', 'mattdamon', 'benaffleck'",'gusvansant'
66,tt1392190,movie,madmaxfuryroad,0,2015,\n,"action,adventure,sci-fi",nm0004306,8.003388600129782,"'charlizetheron', 'nicholashoult', 'tomhardy', 'zoëkravitz'",'georgemiller'
67,tt4574334,tvseries,strangerthings,0,2016,\n,"drama,fantasy,horror","nm0003802,nm3275942,nm0004056,nm0506613,nm1819973,nm1819972",8.614203397358118,"'winonaryder', 'davidharbour', 'gatenmatarazzo', 'joekeery', 'finnwolfhard'",'utabriesewitz'
68,tt0107290,movie,jurassicpark,0,1993,\n,"action,adventure,sci-fi",nm0000229,8.00221130233104,"'richardattenborough', 'jeffgoldblum', 'samneill', 'lauradern'",'stevenspielberg'
69,tt1520211,tvseries,thewalkingdead,0,2010,\n,"drama,horror,thriller","nm0394586,nm0755261,nm1905909,nm0528337,nm0804556,nm1270350,nm0902939,nm0001104,nm0069513,nm0719307,nm0191044,nm0008971,nm0003733,nm2364623,nm0424800,nm0322128,nm0687964,nm0777447,nm0726975,nm0881461,nm2326979,nm0931724,nm1143132,nm0552140,nm0689852,nm0001093,nm3652021,nm0735504,nm0791381,nm8217935,nm0400486,nm0961594,nm0806252,nm0542960,nm0110644,nm0533713,nm0418362,nm0317382,nm0272704,nm0101741,nm0225416,nm0766349,nm0630524",8.089627398605208,"'andrewlincoln', 'normanreedus', 'christianserratos', 'laurencohan', 'danaigurira'",'gwynethhorder-payton'
70,tt0268978,movie,abeautifulmind,0,2001,\n,"biography,drama",nm0000165,8.089314125402725,"'christopherplummer', 'edharris', 'jenniferconnelly', 'russellcrowe'",'ronhoward'
71,tt2267998,movie,gonegirl,0,2014,\n,"drama,mystery,thriller",nm0000399,8.001066894707927,"'tylerperry', 'neilpatrickharris', 'benaffleck', 'rosamundpike'",'davidfincher'
72,tt4154756,movie,avengersinfinitywar,0,2018,\n,"action,adventure,sci-fi","nm0751648,nm0751577",8.263994896705967,"'robertdowneyjr.', 'chrisevans', 'markruffalo', 'chrishemsworth'",'joerusso'
73,tt0477348,movie,nocountryforoldmen,0,2007,\n,"crime,drama,thriller","nm0001053,nm0001054",8.000852658315951,"'tommyleejones', 'woodyharrelson', 'joshbrolin', 'javierbardem'",'ethancoen'
74,tt2488496,movie,starwarsepisodeviitheforceawakens,0,2015,\n,"action,adventure,sci-fi",nm0009190,7.823254792331928,"'oscarisaac', 'domhnallgleeson', 'johnboyega', 'daisyridley'",'j.j.abrams'
75,tt0264464,movie,catchmeifyoucan,0,2002,\n,"biography,crime,drama",nm0000229,7.9976992236716375,"'martinsheen', 'christopherwalken', 'tomhanks', 'leonardodicaprio'",'stevenspielberg'
76,tt4154796,movie,avengersendgame,0,2019,\n,"action,adventure,drama","nm0751577,nm0751648",8.258952654493157,"'robertdowneyjr.', 'chrisevans', 'markruffalo', 'chrishemsworth'",'anthonyrusso'
77,tt0078748,movie,alien,0,1979,\n,"horror,sci-fi",nm0000631,8.25857561602418,"'veronicacartwright', 'tomskerritt', 'johnhurt', 'sigourneyweaver'",'ridleyscott'
78,tt0198781,movie,"monsters,inc",0,2001,\n,"adventure,animation,comedy","nm0230032,nm0798899,nm0881279",7.907957268872902,"'billycrystal', 'stevebuscemi', 'johngoodman', 'marygibbs'",'petedocter'
79,tt0208092,movie,snatch,0,2000,\n,"comedy,crime",nm0005363,8.169527035930669,"'dennisfarina', 'bradpitt', 'beniciodeltoro', 'jasonstatham'",'guyritchie'
80,tt0095016,movie,diehard,0,1988,\n,"action,thriller",nm0001532,8.081456106263825,"'bonniebedelia', 'brucewillis', 'alanrickman', 'reginaldveljohnson'",'johnmctiernan'
81,tt1675434,movie,theintouchables,0,2011,\n,"biography,comedy,drama","nm0619923,nm0865918",8.341172290632088,"'françoiscluzet', 'audreyfleurot', 'omarsy', 'anneleny'",'oliviernakache'
82,tt0088247,movie,theterminator,0,1984,\n,"action,sci-fi",nm0000116,7.906745852083539,"'arnoldschwarzenegger', 'paulwinfield', 'michaelbiehn', 'lindahamilton'",'jamescameron'
83,tt1010048,movie,slumdogmillionaire,0,2008,\n,"drama,romance","nm0849164,nm0000965",7.906660471156898,"'anilkapoor', 'devpatel', 'freidapinto', 'saurabhshukla'",'loveleentandan'
84,tt0180093,movie,requiemforadream,0,2000,\n,drama,nm0004716,8.167048531483234,"'ellenburstyn', 'jenniferconnelly', 'marlonwayans', 'jaredleto'",'darrenaronofsky'
85,tt0066921,movie,aclockworkorange,0,1971,\n,"crime,drama,sci-fi",nm0000040,8.165741470500611,"'patrickmagee', 'malcolmmcdowell', 'michaelbates', 'warrenclarke'",'stanleykubrick'
86,tt0435761,movie,toystory3,0,2010,\n,"adventure,animation,comedy",nm0881279,8.165577760483844,"'nedbeatty', 'tomhanks', 'joancusack', 'timallen'",'leeunkrich'
87,tt0050083,movie,12angrymen,0,1957,\n,"crime,drama",nm0001486,8.761615683705532,"'henryfonda', 'leej.cobb', 'martinbalsam', 'johnfiedler'",'sidneylumet'
88,tt0253474,movie,thepianist,0,2002,\n,"biography,drama,music",nm0000591,8.335653002553926,"'frankfinlay', 'thomaskretschmann', 'emiliafox', 'adrienbrody'",'romanpolanski'
89,tt1201607,movie,harrypotterandthedeathlyhallowspart2,0,2011,\n,"adventure,drama,fantasy",nm0946734,7.990373925946949,"'michaelgambon', 'danielradcliffe', 'rupertgrint', 'emmawatson'",'davidyates'
90,tt0086250,movie,scarface,0,1983,\n,"crime,drama",nm0000361,8.162780918628961,"'alpacino', 'michellepfeiffer', 'stevenbauer', 'maryelizabethmastrantonio'",'briandepalma'
91,tt1392170,movie,thehungergames,0,2012,\n,"action,adventure,sci-fi",nm0002657,7.198621265705405,"'stanleytucci', 'joshhutcherson', 'jenniferlawrence', 'liamhemsworth'",'garyross'
92,tt3659388,movie,themartian,0,2015,\n,"adventure,drama,sci-fi",nm0000631,7.90201825707833,"'mattdamon', 'katemara', 'kristenwiig', 'jessicachastain'",'ridleyscott'
93,tt0060196,movie,"thegood,thebadandtheugly",0,1966,\n,western,nm0001466,8.588301603983513,"'eliwallach', 'leevancleef', 'clinteastwood', 'aldogiuffrè'",'sergioleone'
94,tt2582802,movie,whiplash,0,2014,\n,"drama,music",nm3227090,8.332517564295808,"'paulreiser', 'j.k.simmons', 'milesteller', 'melissabenoist'",'damienchazelle'
95,tt0317248,movie,cityofgod,0,2002,\n,"crime,drama","nm0526199,nm0576987",8.417380793534964,"'matheusnachtergaele', 'alexandrerodrigues', 'leandrofirmino', 'phellipehaagensen'",'kátialund'
96,tt0075314,movie,taxidriver,0,1976,\n,"crime,drama",nm0000217,8.159906949778,"'robertdeniro', 'cybillshepherd', 'jodiefoster', 'albertbrooks'",'martinscorsese'
97,tt0401792,movie,sincity,0,2005,\n,"crime,thriller","nm0588340,nm0001675,nm0000233",7.900423070237332,"'mickeyrourke', 'brucewillis', 'cliveowen', 'jessicaalba'",'frankmiller'
98,tt0246578,movie,donniedarko,0,2001,\n,"drama,mystery,sci-fi",nm0446819,7.900177230773046,"'marymcdonnell', 'jenamalone', 'jakegyllenhaal', 'holmesosborne'",'richardkelly'
99,tt1454468,movie,gravity,0,2013,\n,"drama,sci-fi,thriller",nm0190859,7.6390779835892255,"'edharris', 'georgeclooney', 'sandrabullock', 'ortoignatiussen'",'alfonsocuarón'
100,tt0118715,movie,thebiglebowski,0,1998,\n,"comedy,crime,sport","nm0001054,nm0001053",7.986444951251628,"'jeffbridges', 'stevebuscemi', 'johngoodman', 'juliannemoore'",'joelcoen'
101,tt0903624,movie,thehobbitanunexpectedjourney,0,2012,\n,"adventure,fantasy",nm0001392,7.726225295893851,"'ianmckellen', 'richardarmitage', 'martinfreeman', 'andyserkis'",'peterjackson'
102,tt0211915,movie,amélie,0,2001,\n,"comedy,romance",nm0000466,8.156949589286366,"'mathieukassovitz', 'rufus', 'audreytautou', 'lorellacravotta'",'jean-pierrejeunet'
103,tt1205489,movie,grantorino,0,2008,\n,drama,nm0000142,7.985126721546012,"'clinteastwood', 'beevang', 'christophercarley', 'ahneyher'",'clinteastwood'
104,tt0898266,tvseries,thebigbangtheory,0,2007,2019,"comedy,romance","nm0943349,nm0723597,nm1464599,nm0615063,nm0148252,nm3154374,nm0923396,nm0913637,nm0614975,nm0149803,nm0123273",7.98449776338989,"'johnnygalecki', 'mayimbialik', 'kaleycuoco', 'jimparsons', 'simonhelberg'",'kristycecil'
105,tt2278388,movie,thegrandbudapesthotel,0,2014,\n,"adventure,comedy,crime",nm0027572,7.982632371873077,"'f.murrayabraham', 'ralphfiennes', 'adrienbrody', 'mathieuamalric'",'wesanderson'
106,tt0097576,movie,indianajonesandthelastcrusade,0,1989,\n,"action,adventure",nm0000229,8.067796550155315,"'denholmelliott', 'seanconnery', 'harrisonford', 'alisondoody'",'stevenspielberg'
107,tt1843866,movie,captainamericathewintersoldier,0,2014,\n,"action,adventure,sci-fi","nm0751648,nm0751577",7.6364854599781316,"'robertredford', 'samuell.jackson', 'scarlettjohansson', 'chrisevans'",'joerusso'
108,tt0083658,movie,bladerunner,0,1982,\n,"action,sci-fi,thriller",nm0000631,7.9810332620096975,"'rutgerhauer', 'harrisonford', 'edwardjamesolmos', 'seanyoung'",'ridleyscott'
109,tt1663202,movie,therevenant,0,2015,\n,"action,adventure,drama",nm0327944,7.895159346158179,"'leonardodicaprio', 'tomhardy', 'domhnallgleeson', 'willpoulter'",'alejandrog.iñárritu'
110,tt0947798,movie,blackswan,0,2010,\n,"drama,thriller",nm0004716,7.894941549614067,"'winonaryder', 'natalieportman', 'vincentcassel', 'milakunis'",'darrenaronofsky'
111,tt0093058,movie,fullmetaljacket,0,1987,\n,"drama,war",nm0000040,8.151376981748752,"'adambaldwin', 'matthewmodine', 'r.leeermey', 'vincentd\'onofrio'",'stanleykubrick'
112,tt0416449,movie,300,0,2006,\n,"action,drama",nm0811583,7.548903366355188,"'lenaheadey', 'davidwenham', 'dominicwest', 'gerardbutler'",'zacksnyder'
113,tt0245429,movie,spiritedaway,0,2001,\n,"adventure,animation,family",nm0594503,8.404069148116086,"'suzannepleshette', 'daveighchase', 'miyuirino', 'rumihiiragi'",'hayaomiyazaki'
114,tt1119646,movie,thehangover,0,2009,\n,comedy,nm0680846,7.635287762019308,"'bradleycooper', 'justinbartha', 'zachgalifianakis', 'edhelms'",'toddphillips'
115,tt0773262,tvseries,dexter,0,2006,2021,"crime,drama,mystery","nm0542960,nm0001093,nm0793455,nm0330360,nm0796864,nm0225416,nm0864268,nm0191147,nm0001282,nm1237416,nm0777447,nm0509409,nm0327064,nm0006853,nm0499724,nm0197700,nm0002399,nm0203215,nm0687964,nm1047532,nm0156838,nm0355910",8.403572235439848,"'jamesremar', 'lunalaurenvelez', 'juliebenz', 'desmondharrington', 'michaelc.hall'",'seithmann'
116,tt0378194,movie,killbillvol2,0,2004,\n,"action,crime,thriller",nm0000233,7.892736327570665,"'davidcarradine', 'darylhannah', 'umathurman', 'michaelmadsen'",'quentintarantino'
117,tt2084970,movie,theimitationgame,0,2014,\n,"biography,drama,thriller",nm0878763,7.8927175835257115,"'keiraknightley', 'matthewgoode', 'benedictcumberbatch', 'allenleech'",'mortentyldum'
118,tt1300854,movie,ironman3,0,2013,\n,"action,adventure,sci-fi",nm0000948,7.198473488689826,"'doncheadle', 'robertdowneyjr.', 'guypearce', 'gwynethpaltrow'",'shaneblack'
119,tt0090605,movie,aliens,0,1986,\n,"action,adventure,sci-fi",nm0000116,8.14732012424685,"'sigourneyweaver', 'michaelbiehn', 'carriehenn', 'paulreiser'",'jamescameron'
120,tt2395427,movie,avengersageofultron,0,2015,\n,"action,adventure,sci-fi",nm0923736,7.28611790237917,"'robertdowneyjr.', 'chrisevans', 'markruffalo', 'chrishemsworth'",'josswhedon'
121,tt0892769,movie,howtotrainyourdragon,0,2010,\n,"action,adventure,animation","nm0761498,nm0213450",7.9768009867471665,"'craigferguson', 'gerardbutler', 'jaybaruchel', 'christophermintz-plasse'",'chrissanders'
122,tt0118799,movie,lifeisbeautiful,0,1997,\n,"comedy,drama,romance",nm0000905,8.397483118586571,"'robertobenigni', 'nicolettabraschi', 'giorgiocantarini', 'giustinodurano'",'robertobenigni'
123,tt0121766,movie,starwarsepisodeiiirevengeofthesith,0,2005,\n,"action,adventure,fantasy",nm0000184,7.460053072065785,"'samuell.jackson', 'ewanmcgregor', 'natalieportman', 'haydenchristensen'",'georgelucas'
124,tt0317705,movie,theincredibles,0,2004,\n,"action,adventure,animation",nm0083348,7.888955785637804,"'craigt.nelson', 'hollyhunter', 'samuell.jackson', 'jasonlee'",'bradbird'
125,tt1877832,movie,xmendaysoffuturepast,0,2014,\n,"action,adventure,sci-fi",nm0001741,7.803321543311934,"'hughjackman', 'patrickstewart', 'ianmckellen', 'jamesmcavoy'",'bryansinger'
126,tt0800369,movie,thor,0,2011,\n,"action,adventure,fantasy",nm0000110,7.022900338391137,"'anthonyhopkins', 'natalieportman', 'tomhiddleston', 'chrishemsworth'",'kennethbranagh'
127,tt3315342,movie,logan,0,2017,\n,"action,drama,sci-fi",nm0003506,7.973219366109707,"'hughjackman', 'patrickstewart', 'boydholbrook', 'dafnekeen'",'jamesmangold'
128,tt2024544,movie,12yearsaslave,0,2013,\n,"biography,drama,history",nm2588606,7.972328829320553,"'bradpitt', 'chiwetelejiofor', 'michaelfassbender', 'michaelkennethwilliams'",'stevemcqueen'
129,tt0405159,movie,milliondollarbaby,0,2004,\n,"drama,sport",nm0000142,7.9718731632459985,"'clinteastwood', 'morganfreeman', 'hilaryswank', 'jaybaruchel'",'clinteastwood'
130,tt3498820,movie,captainamericacivilwar,0,2016,\n,"action,adventure,sci-fi","nm0751648,nm0751577",7.716698919400702,"'robertdowneyjr.', 'scarlettjohansson', 'chrisevans', 'sebastianstan'",'joerusso'
131,tt0117951,movie,trainspotting,0,1996,\n,drama,nm0000965,7.971770312518654,"'ewanmcgregor', 'jonnyleemiller', 'ewenbremner', 'kevinmckidd'",'dannyboyle'
